dimension,mean,std,median,min,max
0,11.563328850269318,1.89356149858936,10.791271731257439,8.39558619260788,15.14335523545742
1,0.648184622079134,0.24776423114907242,0.6575982570648193,0.2849666476249695,1.028552234172821
2,0.11540492922067642,0.11317733678218667,0.0636591762304306,0.0,0.41166025400161743
