feature,importance
landscape_feat_1603,0.0
landscape_feat_1583,0.0
landscape_feat_1582,0.0
landscape_feat_1581,0.0
landscape_feat_1580,0.0
landscape_feat_1563,0.0
landscape_feat_1564,0.0
landscape_feat_1566,0.0
landscape_feat_1567,0.0
landscape_feat_1568,0.0
landscape_feat_1569,0.0
landscape_feat_1570,0.0
landscape_feat_1571,0.0
landscape_feat_1572,0.0
landscape_feat_1573,0.0
landscape_feat_1574,0.0
landscape_feat_1575,0.0
landscape_feat_1577,0.0
landscape_feat_1578,0.0
landscape_feat_1579,0.0
landscape_feat_1604,0.0
landscape_feat_1605,0.0
landscape_feat_1606,0.0
landscape_feat_1633,0.0
landscape_feat_1636,0.0
landscape_feat_1638,0.0
landscape_feat_1639,0.0
landscape_feat_1640,0.0
landscape_feat_1641,0.0
landscape_feat_1642,0.0
landscape_feat_1643,0.0
landscape_feat_1645,0.0
landscape_feat_1646,0.0
landscape_feat_1647,0.0
landscape_feat_1648,0.0
landscape_feat_1649,0.0
landscape_feat_1650,0.0
landscape_feat_1651,0.0
landscape_feat_1652,0.0
landscape_feat_1635,0.0
landscape_feat_1632,0.0
landscape_feat_1607,0.0
landscape_feat_1631,0.0
landscape_feat_1609,0.0
landscape_feat_1610,0.0
landscape_feat_1613,0.0
landscape_feat_1614,0.0
landscape_feat_1615,0.0
landscape_feat_1617,0.0
landscape_feat_1618,0.0
landscape_feat_1619,0.0
landscape_feat_1620,0.0
landscape_feat_1622,0.0
landscape_feat_1625,0.0
landscape_feat_1627,0.0
landscape_feat_1628,0.0
landscape_feat_1629,0.0
landscape_feat_1630,0.0
landscape_feat_1985,0.0
landscape_feat_2061,0.0
landscape_feat_1986,0.0
landscape_feat_2467,0.0
landscape_feat_2459,0.0
landscape_feat_2461,0.0
landscape_feat_2462,0.0
landscape_feat_2463,0.0
landscape_feat_2464,0.0
landscape_feat_2465,0.0
landscape_feat_2466,0.0
landscape_feat_2468,0.0
landscape_feat_2477,0.0
landscape_feat_2469,0.0
landscape_feat_2470,0.0
landscape_feat_2471,0.0
landscape_feat_2472,0.0
landscape_feat_2473,0.0
landscape_feat_2474,0.0
landscape_feat_2475,0.0
landscape_feat_2458,0.0
landscape_feat_2457,0.0
landscape_feat_2456,0.0
landscape_feat_2455,0.0
landscape_feat_2440,0.0
landscape_feat_2441,0.0
landscape_feat_2442,0.0
landscape_feat_2443,0.0
landscape_feat_2444,0.0
landscape_feat_2445,0.0
landscape_feat_2446,0.0
landscape_feat_2447,0.0
landscape_feat_2448,0.0
landscape_feat_2449,0.0
landscape_feat_2450,0.0
landscape_feat_2451,0.0
landscape_feat_2452,0.0
landscape_feat_2453,0.0
landscape_feat_2454,0.0
landscape_feat_2476,0.0
landscape_feat_2478,0.0
landscape_feat_2525,0.0
landscape_feat_2511,0.0
landscape_feat_2503,0.0
landscape_feat_2504,0.0
landscape_feat_2505,0.0
landscape_feat_2507,0.0
landscape_feat_2508,0.0
landscape_feat_2509,0.0
landscape_feat_2510,0.0
landscape_feat_2514,0.0
landscape_feat_2479,0.0
landscape_feat_2516,0.0
landscape_feat_2517,0.0
landscape_feat_2519,0.0
landscape_feat_2520,0.0
landscape_feat_2521,0.0
landscape_feat_2522,0.0
landscape_feat_2523,0.0
landscape_feat_2502,0.0
landscape_feat_2500,0.0
landscape_feat_2498,0.0
landscape_feat_2497,0.0
landscape_feat_2481,0.0
landscape_feat_2482,0.0
landscape_feat_2483,0.0
landscape_feat_2484,0.0
landscape_feat_2485,0.0
landscape_feat_2486,0.0
landscape_feat_2488,0.0
landscape_feat_2489,0.0
landscape_feat_2490,0.0
landscape_feat_2491,0.0
landscape_feat_2492,0.0
landscape_feat_2493,0.0
landscape_feat_2494,0.0
landscape_feat_2495,0.0
landscape_feat_2496,0.0
landscape_feat_2439,0.0
landscape_feat_2438,0.0
landscape_feat_2437,0.0
landscape_feat_2381,0.0
